Student_ID,Programming,DSA,DBMS,OS,Computer_Networks,OOP,Web_Development,Python,Java,AI_ML,Cloud_Computing,DevOps,SQL,Git_GitHub,Communication,Teamwork,Problem_Solving,Internship,Certifications,Industry_Alignment_Score,Employability_Status
S299,8,10,9,10,8,10,8,10,9,9,8,9,10,10,10,8,10,Yes,4,84,1
S300,2,2,3,3,3,3,2,2,4,4,4,2,4,4,3,2,3,No,2,59,0
S301,9,9,7,7,7,9,9,8,8,9,9,9,7,7,8,8,8,Yes,3,85,1
S302,7,9,8,8,7,8,9,8,9,7,7,8,9,7,8,8,9,Yes,6,98,1
S303,8,8,9,9,9,10,10,8,8,10,9,9,9,9,8,9,9,Yes,6,82,1
S304,8,7,8,6,7,6,6,6,8,7,6,8,6,6,8,6,6,Yes,3,86,1
S305,4,5,3,4,4,4,3,4,3,5,5,3,3,5,5,4,5,No,1,35,0
S306,10,10,10,8,9,8,8,9,8,10,10,9,8,9,10,8,8,No,2,87,1
S307,7,8,9,8,7,8,9,9,7,8,8,9,9,7,7,7,9,Yes,4,78,1
S308,3,3,3,4,2,2,3,4,3,3,4,3,2,4,3,2,4,Yes,2,54,0
S309,8,7,7,8,8,9,7,7,9,8,9,9,9,9,9,7,8,No,2,92,1
S310,7,7,8,6,6,8,6,8,8,8,6,6,7,8,8,8,6,Yes,4,94,1
S311,7,6,8,8,8,6,6,7,6,8,6,7,7,7,7,7,8,Yes,6,80,1
S312,4,4,4,6,6,5,6,6,6,4,6,4,4,6,4,5,4,Yes,0,41,0
S313,7,7,6,5,6,6,6,5,5,5,5,5,6,5,6,6,5,Yes,2,65,0
S314,4,5,4,5,4,4,3,4,4,3,5,5,4,5,4,4,5,No,0,46,0
S315,2,2,4,4,3,4,2,4,3,4,4,2,2,3,3,3,3,No,1,64,0
S316,6,4,6,6,4,5,6,5,4,6,6,4,4,6,6,6,4,No,1,53,0
S317,9,9,7,8,7,8,8,9,9,9,7,9,9,7,7,7,9,Yes,3,89,1
S318,9,9,7,8,9,8,7,7,8,9,9,7,7,7,7,9,7,Yes,5,98,1
S319,9,7,7,7,7,7,9,8,7,8,8,8,9,7,9,8,7,Yes,5,84,1
S320,8,10,10,8,8,10,9,10,10,10,8,8,8,8,8,10,9,Yes,5,89,1
S321,7,6,6,6,7,6,6,8,7,8,8,8,8,8,8,8,6,Yes,6,84,1
S322,5,5,5,4,5,6,4,5,5,4,4,6,5,5,6,5,6,No,0,54,0
S323,8,8,8,6,7,8,8,8,8,7,7,8,7,7,8,8,8,Yes,2,93,1
S324,8,8,7,7,6,8,6,8,7,6,6,6,6,7,8,6,8,Yes,5,91,1
S325,7,7,5,5,7,5,7,6,6,5,6,6,7,7,6,5,5,No,1,57,0
S326,4,4,5,5,6,5,5,4,6,4,5,4,6,5,6,5,5,No,2,36,0
S327,6,7,7,7,6,7,7,5,5,7,7,6,6,5,5,6,5,No,0,68,0
S328,9,8,7,9,7,8,9,8,9,7,8,8,7,8,7,8,8,Yes,3,93,1
S329,4,5,4,4,4,5,6,4,5,6,4,4,5,5,6,6,5,No,1,46,0
S330,5,3,3,5,3,4,4,5,5,3,3,4,3,5,5,3,4,No,0,68,0
S331,8,7,8,6,7,6,6,7,7,8,7,7,8,6,7,6,6,Yes,4,75,1
S332,6,6,8,7,8,7,7,6,8,7,8,6,6,6,7,8,7,No,6,91,1
S333,6,6,7,6,6,7,7,6,8,8,8,8,8,8,7,8,7,Yes,5,96,1
S334,7,8,6,6,8,7,6,7,7,8,8,8,7,7,6,6,6,Yes,6,77,1
S335,6,6,5,5,5,5,4,4,5,4,5,5,5,4,5,5,6,No,1,46,0
S336,10,10,8,9,10,9,9,10,9,8,10,8,10,8,9,9,8,Yes,2,85,1
S337,9,10,10,8,8,10,10,8,10,10,10,9,8,10,10,9,9,Yes,5,93,1
S338,9,7,9,9,8,8,8,9,9,7,7,7,7,9,9,7,7,Yes,5,77,1
S339,5,5,7,6,6,7,7,6,6,7,6,5,7,5,7,7,6,No,1,63,0
S340,4,6,6,5,4,5,4,4,5,6,6,5,6,5,6,5,5,Yes,2,38,0
S341,8,8,10,9,9,9,8,9,10,8,8,8,8,10,8,8,10,Yes,3,90,1
S342,5,7,6,6,7,7,6,7,5,6,7,6,7,6,6,6,5,No,0,40,0
S343,8,10,10,9,9,10,10,9,8,8,10,9,10,9,8,10,9,Yes,5,98,1
S344,3,3,4,2,4,4,2,2,3,4,4,4,4,2,4,4,4,Yes,2,68,0
S345,4,5,5,6,5,6,6,5,5,5,5,5,4,4,6,6,6,No,1,69,0
S346,8,10,8,10,9,10,10,8,9,9,8,8,10,8,9,9,8,Yes,5,93,1
S347,6,4,6,6,4,6,5,5,4,5,6,4,5,4,6,4,5,No,0,42,0
S348,4,4,3,5,4,5,5,3,3,5,5,4,3,5,4,3,3,No,0,66,0
S349,9,7,8,9,9,8,8,8,7,9,8,7,8,8,8,9,8,Yes,5,98,1
S350,3,4,4,3,3,3,3,2,3,4,4,3,3,4,4,2,4,Yes,2,57,0
S351,4,5,3,5,3,3,3,4,3,5,3,5,4,4,3,5,4,No,2,46,0
S352,8,8,6,8,8,6,8,6,6,8,6,7,8,8,8,6,6,Yes,2,76,1
S353,6,5,5,5,6,6,5,5,4,4,5,4,5,5,5,4,5,No,2,39,0
S354,4,6,5,4,6,5,4,4,6,5,4,6,6,4,5,6,5,Yes,0,66,0
S355,6,7,6,8,8,6,6,8,7,7,6,8,7,7,8,6,8,Yes,4,89,1
S356,7,5,5,6,7,6,5,7,7,6,6,7,6,6,5,7,7,No,1,39,0
S357,9,9,10,8,8,10,8,9,10,8,9,10,9,8,10,10,9,No,4,77,1
S358,8,8,8,10,10,8,9,9,8,10,10,9,9,10,9,8,8,Yes,3,79,1
S359,7,7,9,9,9,8,9,9,7,9,9,7,7,7,9,7,8,Yes,2,87,1
S360,5,7,7,5,5,5,7,5,6,5,6,7,5,7,5,5,5,No,2,37,0
S361,9,10,10,9,9,8,10,10,10,8,9,8,8,10,8,9,8,Yes,3,88,1
S362,7,8,6,7,6,8,6,6,6,8,8,7,6,6,7,6,6,Yes,3,97,1
S363,7,8,7,8,6,6,6,8,7,8,7,7,6,6,8,8,6,Yes,6,84,1
S364,9,9,9,8,10,8,8,8,10,8,10,9,10,10,8,9,10,Yes,2,95,1
S365,6,5,5,4,4,6,4,4,6,5,5,4,5,5,5,6,5,Yes,0,44,0
S366,8,8,9,10,8,8,8,10,9,10,10,9,9,8,10,10,9,Yes,6,80,1
S367,8,7,6,7,6,6,7,8,7,6,7,6,6,8,7,6,7,Yes,2,82,1
S368,7,8,7,7,9,9,7,8,7,7,8,8,8,7,8,7,8,Yes,4,83,1
S369,3,4,5,4,3,5,4,4,4,3,5,4,5,3,3,4,4,No,2,49,0
S370,9,8,8,9,10,10,8,9,10,9,9,10,8,9,9,8,8,No,6,75,1
S371,6,7,7,6,8,6,6,7,8,7,6,8,7,8,8,8,6,Yes,5,81,1
S372,5,6,7,6,7,7,5,7,5,6,7,6,7,5,6,6,6,No,2,60,0
S373,5,3,5,5,4,3,3,4,4,4,5,3,4,4,3,5,5,No,0,56,0
S374,5,3,5,4,5,5,5,3,5,3,4,4,4,5,5,4,4,Yes,1,50,0
S375,9,7,8,9,9,9,9,8,8,9,8,9,9,7,7,8,7,Yes,5,91,1
S376,6,7,6,8,6,7,6,6,8,8,6,7,7,8,8,6,7,Yes,2,78,1
S377,7,7,7,7,9,9,8,8,9,8,9,9,8,8,9,9,9,Yes,2,84,1
S378,8,9,8,9,8,9,9,9,8,8,9,9,9,8,10,8,10,Yes,4,93,1
S379,6,6,6,7,8,6,7,7,7,6,6,8,8,6,8,7,7,No,3,80,1
S380,8,7,7,8,8,7,8,8,7,7,9,9,9,8,9,9,8,Yes,3,92,1
S381,7,9,9,8,8,9,7,9,8,7,7,9,9,7,8,7,8,No,6,96,1
S382,3,5,5,3,5,5,3,4,3,3,3,5,4,5,5,3,5,No,0,55,0
S383,7,9,8,8,7,9,8,8,8,8,7,8,8,8,8,8,9,Yes,6,91,1
S384,9,8,10,9,10,9,8,10,10,8,8,8,9,9,10,9,8,No,5,89,1
S385,6,5,7,6,7,7,5,5,5,6,6,7,6,5,6,7,6,Yes,1,52,0
S386,8,9,9,10,10,9,8,10,10,9,9,8,9,10,10,8,8,Yes,2,75,1
S387,9,8,9,8,9,8,8,9,9,8,9,7,8,9,9,9,7,Yes,2,94,1
S388,4,5,3,4,3,3,4,4,4,5,4,3,4,4,5,5,3,No,0,55,0
S389,8,10,9,9,10,9,9,10,10,10,9,8,10,10,9,8,8,Yes,2,94,1
S390,8,7,7,7,7,9,7,7,9,9,9,9,9,9,9,9,7,Yes,5,88,1
S391,7,7,7,8,7,6,7,8,8,7,6,8,7,6,8,6,6,Yes,3,75,1
S392,8,8,8,8,9,10,8,8,8,9,9,8,8,8,8,10,10,Yes,3,84,1
S393,7,8,9,7,7,7,9,7,9,7,7,9,8,7,7,7,9,Yes,4,76,1
S394,6,6,4,4,6,4,6,4,6,4,5,4,6,4,6,4,4,No,2,50,0
S395,6,7,5,5,6,6,6,5,7,5,6,5,6,5,6,5,7,No,2,46,0
S396,7,7,8,8,7,8,8,8,9,9,8,9,8,7,9,8,8,Yes,6,98,1
S397,7,6,5,5,7,6,7,5,6,6,7,7,7,5,5,5,6,Yes,0,65,0
S398,9,8,9,8,10,9,8,8,9,10,9,9,10,10,10,9,10,No,3,77,1
S399,5,6,5,4,5,4,4,5,5,5,4,6,4,4,4,6,4,No,2,60,0
S400,7,7,6,5,6,7,7,5,5,7,7,6,6,5,6,7,6,No,0,59,0
S401,7,7,8,7,8,8,8,8,8,8,7,7,7,9,9,8,9,Yes,6,92,1
S402,7,9,9,8,9,9,9,9,9,8,8,9,7,9,7,8,8,Yes,5,90,1
S403,8,7,7,9,7,7,8,8,9,9,7,9,8,8,7,8,8,Yes,4,84,1
S404,5,5,7,6,7,5,7,5,6,5,6,5,5,7,6,5,6,No,2,50,0
S405,5,7,6,7,5,6,6,7,6,6,7,5,6,5,7,7,5,No,1,52,0
S406,10,9,9,9,8,9,10,8,10,8,9,9,8,9,10,9,8,No,4,80,1
S407,4,3,3,2,4,4,3,3,2,3,2,4,3,4,3,3,4,No,2,41,0
S408,8,7,8,8,6,6,8,8,8,6,8,7,6,8,8,7,7,Yes,4,94,1
S409,7,5,6,6,5,5,5,7,7,6,6,6,6,5,7,5,6,No,2,38,0
S410,9,7,8,7,7,7,7,7,7,8,8,8,9,8,8,9,7,Yes,4,96,1
S411,9,9,7,9,7,9,8,7,7,7,8,9,8,7,8,8,9,Yes,4,83,1
S412,2,2,4,4,4,2,4,4,4,4,3,3,2,2,4,2,3,No,2,43,0
S413,8,8,8,8,8,9,9,9,9,10,8,9,10,9,10,8,9,Yes,3,88,1
S414,8,8,9,8,8,7,9,9,7,9,9,7,9,9,7,8,9,Yes,4,79,1
S415,8,10,8,9,9,8,9,9,9,8,8,9,8,8,9,10,9,No,4,96,1
S416,6,6,7,6,6,7,6,5,5,7,6,7,5,6,6,7,7,No,1,40,0
S417,6,6,4,6,5,6,4,4,5,4,6,5,5,6,4,4,4,No,0,38,0
S418,10,9,9,9,9,10,8,9,8,10,10,9,9,8,8,9,9,No,3,94,1
S419,7,7,9,9,9,9,7,7,8,7,8,9,7,7,8,9,8,No,6,82,1
S420,5,3,3,5,5,4,4,5,4,3,3,5,3,3,4,4,5,Yes,1,45,0
S421,6,7,8,8,6,7,6,7,6,6,7,7,6,8,7,6,7,Yes,3,94,1
S422,8,9,10,9,10,8,10,9,10,9,10,10,9,8,8,10,8,Yes,2,90,1
S423,8,8,8,8,6,6,7,8,8,7,7,7,8,7,6,8,6,Yes,4,94,1
S424,8,7,7,8,9,9,8,7,8,7,8,7,7,8,8,9,8,Yes,5,85,1
S425,6,5,5,4,5,6,5,4,6,6,6,5,4,4,4,4,4,No,1,51,0
S426,7,8,7,8,8,9,9,8,8,8,7,9,7,7,8,7,7,Yes,5,88,1
S427,4,5,5,5,3,5,3,5,5,3,4,3,3,4,5,3,4,No,2,67,0
S428,9,10,8,9,8,8,8,9,10,10,9,9,10,9,10,10,8,No,2,87,1
S429,8,8,8,6,6,6,8,7,7,6,8,6,8,8,7,6,7,Yes,5,85,1
S430,6,6,6,7,7,7,8,8,6,6,7,7,7,8,7,8,8,No,5,77,1
S431,8,9,9,9,9,9,10,10,9,8,9,9,10,8,9,10,9,Yes,4,91,1
S432,8,10,10,10,8,9,10,10,10,10,8,9,9,9,8,9,9,Yes,5,96,1
S433,8,7,7,8,6,8,6,6,8,6,8,7,7,6,7,8,8,Yes,4,82,1
S434,9,7,7,9,9,8,7,7,8,7,7,8,9,8,8,9,9,Yes,6,77,1
S435,8,8,8,8,10,10,9,10,8,9,10,8,8,9,8,8,8,Yes,4,85,1
S436,6,7,7,6,7,7,7,7,6,6,5,5,5,5,5,5,5,No,2,66,0
S437,5,3,5,3,4,5,5,3,3,4,4,3,4,4,3,3,3,No,0,65,0
S438,6,7,5,5,6,7,6,5,6,5,5,7,7,6,6,6,7,No,1,36,0
S439,9,9,9,10,10,10,10,10,9,8,10,8,10,8,9,10,9,Yes,4,76,1
S440,7,8,9,9,8,8,9,8,7,7,8,9,7,8,8,8,7,No,5,90,1
S441,10,10,9,8,9,10,10,9,9,10,10,10,9,9,8,10,8,No,4,94,1
S442,8,8,8,10,9,8,9,9,9,8,8,10,8,8,9,9,9,Yes,5,79,1
S443,3,4,4,3,5,3,3,5,3,4,4,4,4,3,5,4,3,No,2,37,0
S444,2,2,4,4,2,4,2,4,2,2,4,2,2,3,2,4,3,No,1,64,0
S445,7,6,6,5,5,5,6,6,5,5,6,6,6,7,5,5,6,No,0,44,0
S446,9,8,7,7,8,8,8,8,9,9,8,7,8,7,7,9,9,Yes,3,79,1
S447,3,2,3,2,4,4,2,4,2,4,4,4,4,3,3,3,4,No,1,45,0
S448,4,5,6,6,4,6,5,5,6,4,6,6,6,6,5,6,5,No,1,57,0
S449,5,7,6,6,7,7,7,5,7,7,6,5,5,7,7,6,7,No,1,40,0
S450,10,9,8,9,10,9,10,8,10,8,9,9,10,10,9,8,8,Yes,2,92,1
S451,3,3,2,4,4,4,4,4,4,4,4,2,3,3,3,4,4,No,2,35,0
S452,6,6,7,8,8,6,7,7,6,6,8,7,7,6,6,6,7,Yes,6,98,1
S453,7,7,6,7,7,7,6,6,7,6,7,6,6,7,6,7,6,No,0,58,0
S454,3,5,5,5,3,5,3,4,4,3,5,3,5,4,3,5,4,No,1,64,0
S455,7,7,8,8,8,8,8,8,7,7,7,9,8,7,8,8,7,Yes,2,91,1
S456,9,8,8,9,9,10,9,10,9,9,9,9,10,10,8,8,10,Yes,2,92,1
S457,5,7,7,7,6,6,5,6,6,7,5,7,6,7,6,7,5,No,0,55,0
S458,4,4,2,4,4,2,2,4,4,4,2,4,4,2,3,4,2,No,2,54,0
S459,8,8,10,10,9,8,10,10,9,9,10,8,9,8,9,9,8,Yes,2,83,1
S460,8,8,10,8,9,8,8,9,8,8,9,9,10,8,8,10,9,Yes,4,77,1
S461,9,8,9,9,9,9,8,8,8,8,10,10,8,9,10,10,9,Yes,5,78,1
S462,4,5,4,5,6,4,4,5,6,6,6,4,4,6,6,4,5,Yes,1,61,0
S463,7,8,9,7,7,9,8,9,8,7,7,8,9,8,9,7,7,Yes,6,81,1
S464,8,8,9,7,9,9,8,7,7,9,9,9,7,8,7,8,9,Yes,4,96,1
S465,6,8,8,7,8,7,8,7,8,7,7,6,8,7,7,6,7,Yes,4,88,1
S466,6,4,6,5,4,4,6,4,5,6,6,6,5,5,6,4,6,Yes,2,43,0
S467,4,2,3,3,4,3,3,2,4,2,2,3,3,2,3,2,2,No,2,63,0
S468,4,4,6,6,5,6,4,4,5,5,4,5,5,6,6,6,4,No,2,57,0
S469,10,9,8,10,8,10,10,10,10,10,10,10,8,8,10,8,10,Yes,4,93,1
S470,9,8,7,9,7,9,9,9,9,8,9,9,8,7,8,9,9,No,3,91,1
S471,3,3,2,4,4,3,3,3,4,2,4,2,2,3,3,4,3,No,1,62,0
S472,7,9,7,9,8,7,7,7,7,8,8,7,9,9,7,7,8,Yes,2,93,1
S473,6,6,7,6,7,6,7,8,6,6,8,8,7,6,8,7,8,Yes,4,83,1
S474,8,6,6,6,7,6,7,8,8,7,6,6,8,6,8,6,7,No,5,85,1
S475,7,7,7,5,6,6,6,6,7,7,5,6,7,7,5,6,7,Yes,1,49,0
S476,8,6,8,6,8,6,8,8,7,7,7,7,8,8,7,6,6,Yes,2,94,1
S477,7,8,8,7,7,8,8,6,6,7,7,8,7,7,7,6,8,Yes,4,93,1
S478,10,8,9,9,8,8,10,8,8,9,8,10,9,10,10,9,10,Yes,3,91,1
S479,4,4,5,4,5,4,4,6,4,6,4,5,6,4,4,5,6,No,1,56,0
S480,5,4,4,5,4,4,5,4,6,4,4,5,5,4,6,6,5,No,1,48,0
S481,6,7,8,6,7,8,6,6,6,6,6,7,6,6,8,6,7,Yes,4,80,1
S482,3,2,3,3,4,2,4,4,3,4,2,2,2,2,2,2,4,No,0,54,0
S483,7,7,9,9,7,9,8,7,8,7,7,9,8,7,9,9,8,Yes,5,95,1
S484,6,8,7,8,8,7,7,8,7,6,7,8,7,8,8,7,8,Yes,6,77,1
S485,5,5,5,6,5,6,5,6,6,6,7,5,6,6,7,5,5,No,1,37,0
S486,6,4,5,6,6,5,5,5,5,5,5,5,5,5,5,5,4,No,1,49,0
S487,6,7,8,8,8,8,6,7,6,6,6,6,7,6,8,6,7,Yes,2,86,1
S488,9,9,7,9,9,9,8,7,8,8,8,8,8,9,9,7,8,Yes,4,81,1
S489,5,5,3,4,3,5,5,5,4,5,4,4,3,4,3,4,5,No,0,49,0
S490,8,7,9,7,8,9,7,8,9,8,8,7,8,8,9,8,9,Yes,6,75,1
S491,7,7,8,9,9,9,9,9,8,8,7,8,7,9,8,7,8,Yes,6,76,1
S492,8,8,10,10,8,8,10,10,9,8,8,8,8,9,9,8,8,No,4,77,1
S493,10,8,8,9,9,9,8,8,8,10,9,9,10,8,9,8,8,Yes,2,86,1
S494,4,6,6,5,6,4,6,6,6,5,5,4,4,4,5,4,5,No,2,65,0
S495,4,4,5,3,5,3,4,5,4,4,5,5,4,4,5,3,4,No,2,66,0
S496,10,8,10,10,8,9,10,8,8,8,9,10,10,9,10,8,10,Yes,5,87,1
S497,4,3,3,5,4,4,4,3,4,3,5,3,4,3,3,5,5,No,1,42,0
S498,5,6,5,5,6,5,7,5,6,7,7,6,6,6,5,5,7,No,2,60,0
S499,5,5,7,5,5,6,5,7,7,6,5,5,7,5,7,6,5,Yes,1,45,0
S500,8,6,7,8,6,8,8,8,8,8,8,6,7,8,7,7,6,Yes,2,96,1
